country,iso_code,region,year,population,gdp,energy_per_capita,primary_energy_consumption,renewables_share_energy,fossil_share_energy,solar_share_energy,wind_share_energy,hydro_share_energy,coal_share_energy,oil_share_energy,gas_share_energy,co2_emissions
Turkey,TUR,Asia,2015,94416000.0,1112760000000.0,281.57,23.737,42.33,63.03,17.04,10.42,14.86,28.37,22.06,12.61,7.481
Turkey,TUR,Asia,2016,95090400.0,1132992000000.0,259.38,21.866,35.92,62.39,19.51,9.2,7.22,28.07,21.84,12.48,6.821
Turkey,TUR,Asia,2017,95764800.0,1153224000000.0,268.61,22.644,38.21,57.41,21.32,9.01,7.88,25.84,20.09,11.48,6.5
Turkey,TUR,Asia,2018,96439200.0,1173456000000.0,280.24,23.624,41.49,56.53,24.05,11.59,5.85,25.44,19.79,11.31,6.677
Turkey,TUR,Asia,2019,97113600.0,1193688000000.0,293.22,24.719,38.83,57.93,26.73,9.9,2.2,26.07,20.28,11.59,7.16
Turkey,TUR,Asia,2020,97788000.0,1213920000000.0,293.89,24.775,41.66,55.84,29.52,10.82,1.32,25.13,19.54,11.17,6.917
Turkey,TUR,Asia,2021,98462400.0,1234152000000.0,297.5,25.079,39.45,55.92,32.56,11.09,0.0,25.17,19.57,11.18,7.012
Turkey,TUR,Asia,2022,99136800.0,1254384000000.0,292.38,24.648,42.48,53.17,35.51,10.59,0.0,23.93,18.61,10.63,6.553
Turkey,TUR,Asia,2023,99811200.0,1274616000000.0,305.05,25.716,40.13,55.66,38.64,9.84,0.0,25.05,19.48,11.13,7.157
Indonesia,IDN,Asia,2000,274000000.0,1150800000000.0,85.15,23.332,9.76,82.79,0.0,0.0,9.76,37.25,28.98,16.56,9.658
Indonesia,IDN,Asia,2001,276192000.0,1179570000000.0,85.11,23.319,13.38,86.43,0.0,3.73,9.65,38.89,30.25,17.29,10.077
Indonesia,IDN,Asia,2002,278384000.0,1208340000000.0,88.77,24.323,10.61,84.84,0.34,3.16,7.1,38.18,29.69,16.97,10.318
Indonesia,IDN,Asia,2003,280576000.0,1237110000000.0,89.52,24.529,11.14,86.41,2.22,3.07,5.85,38.88,30.24,17.28,10.597
Indonesia,IDN,Asia,2004,282768000.0,1265880000000.0,93.31,25.568,14.89,81.47,1.13,2.21,11.55,36.66,28.51,16.29,10.415
Indonesia,IDN,Asia,2005,284960000.0,1294650000000.0,93.22,25.543,15.34,80.0,2.1,5.09,8.15,36.0,28.0,16.0,10.217
Indonesia,IDN,Asia,2006,287152000.0,1323420000000.0,98.8,27.07,17.33,80.45,2.37,5.02,9.94,36.2,28.16,16.09,10.889
Indonesia,IDN,Asia,2007,289344000.0,1352190000000.0,98.99,27.123,16.69,82.9,4.26,5.47,6.96,37.31,29.02,16.58,11.243
Indonesia,IDN,Asia,2008,291536000.0,1380960000000.0,100.61,27.566,18.97,80.83,4.31,4.83,9.82,36.37,28.29,16.17,11.141
Indonesia,IDN,Asia,2009,293728000.0,1409730000000.0,107.77,29.529,17.68,81.3,5.92,5.41,6.36,36.58,28.45,16.26,12.004
Indonesia,IDN,Asia,2010,295920000.0,1438500000000.0,108.01,29.595,17.44,78.74,7.53,5.24,4.67,35.43,27.56,15.75,11.652
Indonesia,IDN,Asia,2011,298112000.0,1467270000000.0,101.83,27.902,17.57,79.71,9.28,4.0,4.29,35.87,27.9,15.94,11.121
Indonesia,IDN,Asia,2012,300304000.0,1496040000000.0,108.58,29.75,18.28,81.11,10.74,4.9,2.65,36.5,28.39,16.22,12.065
Indonesia,IDN,Asia,2013,302496000.0,1524810000000.0,110.68,30.325,19.82,73.5,11.68,3.33,4.82,33.07,25.72,14.7,11.144
Indonesia,IDN,Asia,2014,304688000.0,1553580000000.0,118.57,32.489,21.64,80.06,14.56,4.46,2.62,36.03,28.02,16.01,13.006
Indonesia,IDN,Asia,2015,306880000.0,1582350000000.0,119.43,32.725,22.39,78.31,16.86,4.49,1.03,35.24,27.41,15.66,12.813
Indonesia,IDN,Asia,2016,309072000.0,1611120000000.0,113.87,31.201,19.74,77.38,18.06,6.16,0.0,34.82,27.08,15.48,12.071
Indonesia,IDN,Asia,2017,311264000.0,1639890000000.0,113.16,31.006,22.1,76.95,20.66,5.79,0.0,34.63,26.93,15.39,11.929
Indonesia,IDN,Asia,2018,313456000.0,1668660000000.0,129.06,35.363,21.69,75.0,22.51,6.33,0.0,33.75,26.25,15.0,13.262
Indonesia,IDN,Asia,2019,315648000.0,1697430000000.0,125.92,34.502,24.79,75.7,25.97,6.4,0.0,34.06,26.49,15.14,13.059
Indonesia,IDN,Asia,2020,317840000.0,1726200000000.0,127.09,34.823,25.24,78.51,28.84,4.66,0.0,35.33,27.48,15.7,13.67
Indonesia,IDN,Asia,2021,320032000.0,1754970000000.0,123.76,33.909,22.89,76.88,31.29,8.13,0.0,34.6,26.91,15.38,13.035
Indonesia,IDN,Asia,2022,322224000.0,1783740000000.0,129.37,35.448,24.77,76.49,35.37,5.24,0.0,34.42,26.77,15.3,13.557
Indonesia,IDN,Asia,2023,324416000.0,1812510000000.0,133.63,36.614,24.52,73.52,38.03,5.97,0.0,33.08,25.73,14.7,13.459
Chile,CHL,South America,2000,19200000.0,307200000000.0,338.12,6.492,46.28,47.17,0.24,12.13,33.92,21.23,16.51,9.43,1.531
Chile,CHL,South America,2001,19353600.0,314880000000.0,338.65,6.502,49.41,44.56,0.56,11.88,36.97,20.05,15.6,8.91,1.449
Chile,CHL,South America,2002,19507200.0,322560000000.0,321.92,6.181,51.52,44.73,1.34,12.3,37.88,20.13,15.66,8.95,1.382
Chile,CHL,South America,2003,19660800.0,330240000000.0,339.34,6.515,46.27,41.29,2.27,12.12,31.88,18.58,14.45,8.26,1.345
Chile,CHL,South America,2004,19814400.0,337920000000.0,364.19,6.992,48.81,45.79,2.99,10.33,35.49,20.6,16.03,9.16,1.601
Chile,CHL,South America,2005,19968000.0,345600000000.0,354.49,6.806,50.55,47.16,3.21,12.67,34.67,21.22,16.51,9.43,1.605
Chile,CHL,South America,2006,20121600.0,353280000000.0,357.16,6.857,49.29,46.82,3.41,12.38,33.5,21.07,16.39,9.36,1.605
Chile,CHL,South America,2007,20275200.0,360960000000.0,365.14,7.011,50.36,45.91,5.81,12.38,32.17,20.66,16.07,9.18,1.609
Chile,CHL,South America,2008,20428800.0,368640000000.0,386.58,7.422,51.79,44.04,7.29,13.66,30.84,19.82,15.42,8.81,1.635
Chile,CHL,South America,2009,20582400.0,376320000000.0,397.0,7.622,54.23,44.2,7.84,14.76,31.64,19.89,15.47,8.84,1.684
Chile,CHL,South America,2010,20736000.0,384000000000.0,390.59,7.499,50.93,43.94,9.9,14.47,26.56,19.78,15.38,8.79,1.648
Chile,CHL,South America,2011,20889600.0,391680000000.0,393.29,7.551,51.67,44.58,12.09,12.52,27.06,20.06,15.6,8.92,1.683
Chile,CHL,South America,2012,21043200.0,399360000000.0,409.39,7.86,52.55,43.64,14.74,11.62,26.19,19.64,15.27,8.73,1.715
Chile,CHL,South America,2013,21196800.0,407040000000.0,426.87,8.196,57.16,43.52,17.1,14.98,25.08,19.58,15.23,8.7,1.783
Chile,CHL,South America,2014,21350400.0,414720000000.0,453.15,8.7,57.49,43.54,19.02,13.64,24.83,19.59,15.24,8.71,1.894
Chile,CHL,South America,2015,21504000.0,422400000000.0,443.09,8.507,56.07,43.89,22.99,13.77,19.31,19.75,15.36,8.78,1.867
Chile,CHL,South America,2016,21657600.0,430080000000.0,432.99,8.313,55.24,38.5,25.68,13.62,15.94,17.33,13.48,7.7,1.6
Chile,CHL,South America,2017,21811200.0,437760000000.0,429.31,8.243,55.28,44.52,28.44,13.96,12.88,20.04,15.58,8.9,1.835
Chile,CHL,South America,2018,21964800.0,445440000000.0,469.84,9.021,57.35,41.55,30.9,13.47,12.98,18.7,14.54,8.31,1.874
Chile,CHL,South America,2019,22118400.0,453120000000.0,470.17,9.027,58.34,42.56,35.63,15.17,7.55,19.15,14.9,8.51,1.921
Chile,CHL,South America,2020,22272000.0,460800000000.0,495.42,9.512,58.41,44.34,38.52,13.87,6.01,19.95,15.52,8.87,2.109
Chile,CHL,South America,2021,22425600.0,468480000000.0,494.6,9.496,54.54,41.84,40.0,11.77,2.78,18.83,14.64,8.37,1.987
Chile,CHL,South America,2022,22579200.0,476160000000.0,478.0,9.178,57.0,39.75,40.0,14.64,2.36,17.89,13.91,7.95,1.824
Chile,CHL,South America,2023,22732800.0,483840000000.0,519.86,9.981,57.61,38.49,40.0,16.06,1.55,17.32,13.47,7.7,1.921
Colombia,COL,South America,2000,51300000.0,333450000000.0,128.6,6.597,66.78,28.98,0.0,16.55,50.22,13.04,10.14,5.8,0.956
Colombia,COL,South America,2001,51710400.0,341786250000.0,133.54,6.851,64.62,30.29,0.38,15.74,48.5,13.63,10.6,6.06,1.037
Colombia,COL,South America,2002,52120800.0,350122500000.0,142.62,7.316,68.79,23.84,0.28,17.24,51.27,10.73,8.34,4.77,0.872
Colombia,COL,South America,2003,52531200.0,358458750000.0,141.74,7.271,71.21,24.91,0.89,17.53,52.78,11.21,8.72,4.98,0.906
Colombia,COL,South America,2004,52941600.0,366795000000.0,140.41,7.203,65.48,26.41,1.61,16.8,47.07,11.88,9.24,5.28,0.951
Colombia,COL,South America,2005,53352000.0,375131250000.0,145.76,7.478,68.76,24.84,2.17,16.29,50.29,11.18,8.69,4.97,0.929
Colombia,COL,South America,2006,53762400.0,383467500000.0,147.82,7.583,69.87,20.1,3.2,16.43,50.25,9.04,7.03,4.02,0.762
Colombia,COL,South America,2007,54172800.0,391803750000.0,158.84,8.148,68.57,25.78,3.24,17.46,47.88,11.6,9.02,5.16,1.05
Colombia,COL,South America,2008,54583200.0,400140000000.0,152.75,7.836,72.39,24.3,4.84,16.94,50.61,10.93,8.5,4.86,0.952
Colombia,COL,South America,2009,54993600.0,408476250000.0,158.79,8.146,71.13,25.19,5.73,17.37,48.04,11.33,8.81,5.04,1.026
Colombia,COL,South America,2010,55404000.0,416812500000.0,166.28,8.53,73.56,21.89,7.56,17.39,48.61,9.85,7.66,4.38,0.934
Colombia,COL,South America,2011,55814400.0,425148750000.0,170.6,8.752,69.85,23.17,9.31,17.98,42.57,10.43,8.11,4.63,1.014
Colombia,COL,South America,2012,56224800.0,433485000000.0,167.32,8.584,74.26,21.62,11.82,17.79,44.65,9.73,7.57,4.32,0.928
Colombia,COL,South America,2013,56635200.0,441821250000.0,176.86,9.073,71.26,25.27,13.95,19.64,37.66,11.37,8.84,5.05,1.146
Colombia,COL,South America,2014,57045600.0,450157500000.0,172.25,8.836,75.51,27.69,15.4,17.34,42.77,12.46,9.69,5.54,1.224
Colombia,COL,South America,2015,57456000.0,458493750000.0,176.75,9.067,75.95,19.02,17.11,19.42,39.41,8.56,6.66,3.8,0.862
Colombia,COL,South America,2016,57866400.0,466830000000.0,188.98,9.695,75.81,22.88,20.4,18.0,37.41,10.3,8.01,4.58,1.109
Colombia,COL,South America,2017,58276800.0,475166250000.0,190.25,9.76,73.85,23.75,22.67,18.91,32.26,10.69,8.31,4.75,1.159
Colombia,COL,South America,2018,58687200.0,483502500000.0,197.11,10.112,73.47,25.07,26.2,19.1,28.17,11.28,8.78,5.01,1.268
Colombia,COL,South America,2019,59097600.0,491838750000.0,187.52,9.62,72.95,20.34,29.37,18.96,24.61,9.15,7.12,4.07,0.978
Colombia,COL,South America,2020,59508000.0,500175000000.0,199.07,10.212,78.21,23.78,31.34,19.84,27.04,10.7,8.32,4.76,1.214
Colombia,COL,South America,2021,59918400.0,508511250000.0,202.89,10.408,75.44,23.19,34.62,18.82,22.0,10.44,8.12,4.64,1.207
Colombia,COL,South America,2022,60328800.0,516847500000.0,213.05,10.93,73.51,18.21,38.26,17.1,18.16,8.19,6.37,3.64,0.995
Colombia,COL,South America,2023,60739200.0,525183750000.0,205.88,10.562,80.01,17.49,40.0,20.94,19.07,7.87,6.12,3.5,0.924
Egypt,EGY,Africa,2000,102000000.0,387600000000.0,78.41,7.998,13.74,86.66,0.0,3.26,10.47,39.0,30.33,17.33,3.466
Egypt,EGY,Africa,2001,102816000.0,397290000000.0,78.44,8.0,9.32,88.19,0.37,0.47,8.47,39.68,30.87,17.64,3.528
Egypt,EGY,Africa,2002,103632000.0,406980000000.0,82.33,8.398,9.47,90.58,0.51,2.73,6.23,40.76,31.7,18.12,3.804
Egypt,EGY,Africa,2003,104448000.0,416670000000.0,84.61,8.63,7.54,87.53,0.65,3.32,3.57,39.39,30.64,17.51,3.777
Egypt,EGY,Africa,2004,105264000.0,426360000000.0,86.54,8.827,9.83,86.8,0.96,3.12,5.74,39.06,30.38,17.36,3.831
Egypt,EGY,Africa,2005,106080000.0,436050000000.0,86.09,8.782,8.42,87.5,2.43,2.75,3.24,39.38,30.63,17.5,3.842
Egypt,EGY,Africa,2006,106896000.0,445740000000.0,89.29,9.108,8.86,89.68,2.3,1.3,5.27,40.35,31.39,17.94,4.084
Egypt,EGY,Africa,2007,107712000.0,455430000000.0,89.51,9.13,13.38,87.83,3.78,3.9,5.7,39.53,30.74,17.57,4.01
Egypt,EGY,Africa,2008,108528000.0,465120000000.0,93.6,9.547,11.54,82.91,3.89,1.32,6.33,37.31,29.02,16.58,3.958
Egypt,EGY,Africa,2009,109344000.0,474810000000.0,91.35,9.317,11.25,86.45,5.96,2.53,2.77,38.9,30.26,17.29,4.027
Egypt,EGY,Africa,2010,110160000.0,484500000000.0,95.96,9.788,7.37,89.08,7.18,0.64,0.0,40.08,31.18,17.82,4.359
Egypt,EGY,Africa,2011,110976000.0,494190000000.0,93.55,9.542,16.14,84.28,7.58,5.17,3.39,37.93,29.5,16.86,4.021
Egypt,EGY,Africa,2012,111792000.0,503880000000.0,95.76,9.767,11.34,86.26,9.66,3.94,0.0,38.82,30.19,17.25,4.213
Egypt,EGY,Africa,2013,112608000.0,513570000000.0,106.02,10.814,14.72,86.2,11.61,3.68,0.0,38.79,30.17,17.24,4.661
Egypt,EGY,Africa,2014,113424000.0,523260000000.0,99.48,10.147,14.99,89.3,12.5,3.39,0.0,40.19,31.26,17.86,4.531
Egypt,EGY,Africa,2015,114240000.0,532950000000.0,108.02,11.018,14.41,82.82,15.05,5.92,0.0,37.27,28.99,16.56,4.562
Egypt,EGY,Africa,2016,115056000.0,542640000000.0,107.22,10.937,13.15,81.34,17.02,4.39,0.0,36.6,28.47,16.27,4.448
Egypt,EGY,Africa,2017,115872000.0,552330000000.0,104.75,10.685,15.39,82.91,19.31,4.68,0.0,37.31,29.02,16.58,4.429
Egypt,EGY,Africa,2018,116688000.0,562020000000.0,112.1,11.434,12.73,86.92,21.8,4.58,0.0,39.11,30.42,17.38,4.969
Egypt,EGY,Africa,2019,117504000.0,571710000000.0,113.79,11.607,13.53,83.09,23.35,5.18,0.0,37.39,29.08,16.62,4.822
Egypt,EGY,Africa,2020,118320000.0,581400000000.0,118.21,12.057,16.21,80.99,26.75,3.09,0.0,36.45,28.35,16.2,4.883
Egypt,EGY,Africa,2021,119136000.0,591090000000.0,118.26,12.063,16.56,85.88,29.83,4.0,0.0,38.64,30.06,17.18,5.179
Egypt,EGY,Africa,2022,119952000.0,600780000000.0,118.07,12.043,16.88,83.2,31.81,3.63,0.0,37.44,29.12,16.64,5.01
Egypt,EGY,Africa,2023,120768000.0,610470000000.0,121.35,12.377,18.16,77.74,34.93,3.56,0.0,34.98,27.21,15.55,4.811
Nigeria,NGA,Africa,2000,211000000.0,464200000000.0,42.21,8.906,14.63,76.41,0.0,2.95,11.68,34.39,26.74,15.28,3.403
Nigeria,NGA,Africa,2001,212688000.0,475805000000.0,45.64,9.63,17.38,80.01,0.82,4.48,12.09,36.0,28.0,16.0,3.853
Nigeria,NGA,Africa,2002,214376000.0,487410000000.0,48.7,10.277,16.48,82.21,0.12,2.44,13.92,36.99,28.77,16.44,4.224
Nigeria,NGA,Africa,2003,216064000.0,499015000000.0,48.02,10.132,18.74,77.03,0.0,3.96,14.79,34.66,26.96,15.41,3.902
Nigeria,NGA,Africa,2004,217752000.0,510620000000.0,49.89,10.527,22.12,79.03,1.47,6.64,14.01,35.57,27.66,15.81,4.16
Nigeria,NGA,Africa,2005,219440000.0,522225000000.0,50.78,10.714,18.54,78.42,0.72,4.77,13.05,35.29,27.45,15.68,4.201
Nigeria,NGA,Africa,2006,221128000.0,533830000000.0,50.49,10.652,19.0,77.77,0.73,6.72,11.55,34.99,27.22,15.55,4.142
Nigeria,NGA,Africa,2007,222816000.0,545435000000.0,55.22,11.652,22.05,80.54,1.3,5.11,15.65,36.24,28.19,16.11,4.692
Nigeria,NGA,Africa,2008,224504000.0,557040000000.0,52.64,11.108,22.62,77.61,2.62,6.09,13.91,34.92,27.16,15.52,4.31
Nigeria,NGA,Africa,2009,226192000.0,568645000000.0,53.54,11.297,23.28,77.12,2.05,7.87,13.36,34.7,26.99,15.42,4.356
Nigeria,NGA,Africa,2010,227880000.0,580250000000.0,53.63,11.315,21.54,80.5,3.51,4.84,13.2,36.23,28.18,16.1,4.555
Nigeria,NGA,Africa,2011,229568000.0,591855000000.0,53.92,11.378,24.46,76.59,4.52,5.58,14.36,34.47,26.81,15.32,4.357
Nigeria,NGA,Africa,2012,231256000.0,603460000000.0,57.92,12.221,23.06,76.68,5.2,3.99,13.87,34.5,26.84,15.34,4.685
Nigeria,NGA,Africa,2013,232944000.0,615065000000.0,59.08,12.465,24.16,78.25,6.81,7.14,10.2,35.21,27.39,15.65,4.877
Nigeria,NGA,Africa,2014,234632000.0,626670000000.0,59.23,12.497,26.78,76.17,7.6,8.97,10.22,34.28,26.66,15.23,4.76
Nigeria,NGA,Africa,2015,236320000.0,638275000000.0,58.16,12.272,25.67,72.23,8.86,6.71,10.1,32.5,25.28,14.45,4.432
Nigeria,NGA,Africa,2016,238008000.0,649880000000.0,64.54,13.617,23.73,74.72,9.74,6.63,7.36,33.62,26.15,14.94,5.087
Nigeria,NGA,Africa,2017,239696000.0,661485000000.0,61.97,13.076,25.17,72.48,10.47,5.88,8.82,32.61,25.37,14.5,4.738
Nigeria,NGA,Africa,2018,241384000.0,673090000000.0,62.73,13.235,23.32,73.48,12.06,2.9,8.36,33.07,25.72,14.7,4.863
Nigeria,NGA,Africa,2019,243072000.0,684695000000.0,64.94,13.702,28.44,72.64,14.47,5.94,8.03,32.69,25.42,14.53,4.976
Nigeria,NGA,Africa,2020,244760000.0,696300000000.0,68.03,14.354,30.49,73.36,15.8,7.8,6.89,33.01,25.67,14.67,5.265
Nigeria,NGA,Africa,2021,246448000.0,707905000000.0,66.18,13.965,26.31,72.96,16.14,6.36,3.81,32.83,25.54,14.59,5.094
Nigeria,NGA,Africa,2022,248136000.0,719510000000.0,66.03,13.932,27.4,72.45,18.26,6.13,3.01,32.6,25.36,14.49,5.047
Nigeria,NGA,Africa,2023,249824000.0,731115000000.0,71.7,15.128,29.96,67.79,19.49,8.88,1.59,30.5,23.73,13.56,5.128
Saudi Arabia,SAU,Asia,2000,35000000.0,840000000000.0,479.08,16.768,1.0,98.28,0.0,0.0,1.0,44.22,34.4,19.66,8.239
Saudi Arabia,SAU,Asia,2001,35280000.0,861000000000.0,478.35,16.742,4.5,99.0,0.0,0.0,4.5,44.55,34.65,19.8,8.287
Saudi Arabia,SAU,Asia,2002,35560000.0,882000000000.0,495.91,17.357,1.44,99.0,0.21,0.87,0.36,44.55,34.65,19.8,8.592
Saudi Arabia,SAU,Asia,2003,35840000.0,903000000000.0,513.16,17.961,3.94,97.86,1.54,0.63,1.77,44.04,34.25,19.57,8.788
Saudi Arabia,SAU,Asia,2004,36120000.0,924000000000.0,528.81,18.508,1.48,97.7,1.83,0.0,0.0,43.96,34.19,19.54,9.041
Saudi Arabia,SAU,Asia,2005,36400000.0,945000000000.0,548.1,19.184,3.82,97.14,1.58,0.42,1.82,43.71,34.0,19.43,9.317
Saudi Arabia,SAU,Asia,2006,36680000.0,966000000000.0,523.06,18.307,1.86,99.0,3.55,0.9,0.0,44.55,34.65,19.8,9.062
Saudi Arabia,SAU,Asia,2007,36960000.0,987000000000.0,585.65,20.498,2.45,97.41,4.36,0.0,0.0,43.84,34.09,19.48,9.984
Saudi Arabia,SAU,Asia,2008,37240000.0,1008000000000.0,604.15,21.145,1.0,94.29,5.65,0.0,0.0,42.43,33.0,18.86,9.969
Saudi Arabia,SAU,Asia,2009,37520000.0,1029000000000.0,555.69,19.449,4.52,99.0,6.42,0.08,0.0,44.55,34.65,19.8,9.627
Saudi Arabia,SAU,Asia,2010,37800000.0,1050000000000.0,577.7,20.219,9.06,95.31,9.11,4.36,0.0,42.89,33.36,19.06,9.636
Saudi Arabia,SAU,Asia,2011,38080000.0,1071000000000.0,611.1,21.388,7.14,93.55,10.93,1.62,0.0,42.1,32.74,18.71,10.004
Saudi Arabia,SAU,Asia,2012,38360000.0,1092000000000.0,603.83,21.134,9.12,96.58,12.38,3.66,0.0,43.46,33.8,19.32,10.206
Saudi Arabia,SAU,Asia,2013,38640000.0,1113000000000.0,614.79,21.518,8.03,97.41,14.5,1.97,0.0,43.84,34.09,19.48,10.48
Saudi Arabia,SAU,Asia,2014,38920000.0,1134000000000.0,696.82,24.389,3.95,94.82,16.46,0.0,0.0,42.67,33.19,18.96,11.563
Saudi Arabia,SAU,Asia,2015,39200000.0,1155000000000.0,657.76,23.022,8.8,94.03,19.13,0.9,0.0,42.31,32.91,18.81,10.823
Saudi Arabia,SAU,Asia,2016,39480000.0,1176000000000.0,696.08,24.363,6.44,89.05,21.87,2.57,0.0,40.07,31.17,17.81,10.848
Saudi Arabia,SAU,Asia,2017,39760000.0,1197000000000.0,688.6,24.101,8.85,95.24,24.6,3.12,0.0,42.86,33.33,19.05,11.476
Saudi Arabia,SAU,Asia,2018,40040000.0,1218000000000.0,700.05,24.502,11.45,93.38,27.44,1.59,0.0,42.02,32.68,18.68,11.44
Saudi Arabia,SAU,Asia,2019,40320000.0,1239000000000.0,690.68,24.174,7.6,91.11,30.82,0.83,0.0,41.0,31.89,18.22,11.013
Saudi Arabia,SAU,Asia,2020,40600000.0,1260000000000.0,693.59,24.275,12.36,95.88,34.88,3.16,0.0,43.15,33.56,19.18,11.638
Saudi Arabia,SAU,Asia,2021,40880000.0,1281000000000.0,759.22,26.573,8.74,89.86,37.0,1.79,0.0,40.44,31.45,17.97,11.939
Saudi Arabia,SAU,Asia,2022,41160000.0,1302000000000.0,710.98,24.884,11.77,95.96,40.0,4.2,0.0,43.18,33.58,19.19,11.939
Saudi Arabia,SAU,Asia,2023,41440000.0,1323000000000.0,763.62,26.727,9.05,93.01,40.0,2.04,0.0,41.86,32.55,18.6,12.43
Pakistan,PAK,Asia,2000,220000000.0,330000000000.0,30.0,6.6,8.56,92.1,0.0,2.92,5.64,41.44,32.23,18.42,3.039
Pakistan,PAK,Asia,2001,221760000.0,338250000000.0,29.51,6.491,8.88,89.82,0.0,1.8,7.07,40.42,31.44,17.96,2.915
Pakistan,PAK,Asia,2002,223520000.0,346500000000.0,31.87,7.012,11.09,86.95,0.24,3.47,7.39,39.13,30.43,17.39,3.048
Pakistan,PAK,Asia,2003,225280000.0,354750000000.0,33.41,7.349,9.33,86.39,0.8,3.23,5.3,38.87,30.24,17.28,3.174
Pakistan,PAK,Asia,2004,227040000.0,363000000000.0,33.05,7.27,12.44,82.65,0.36,5.01,7.08,37.19,28.93,16.53,3.005
Pakistan,PAK,Asia,2005,228800000.0,371250000000.0,32.19,7.081,10.51,87.79,1.04,1.99,7.47,39.51,30.73,17.56,3.108
Pakistan,PAK,Asia,2006,230560000.0,379500000000.0,35.27,7.759,11.34,85.44,2.28,3.26,5.8,38.45,29.9,17.09,3.315
Pakistan,PAK,Asia,2007,232320000.0,387750000000.0,35.12,7.726,12.37,86.31,2.89,3.55,5.93,38.84,30.21,17.26,3.334
Pakistan,PAK,Asia,2008,234080000.0,396000000000.0,35.96,7.912,13.11,83.24,3.43,2.47,7.22,37.46,29.13,16.65,3.293
Pakistan,PAK,Asia,2009,235840000.0,404250000000.0,37.61,8.275,14.43,85.3,4.15,3.18,7.11,38.38,29.85,17.06,3.529
Pakistan,PAK,Asia,2010,237600000.0,412500000000.0,36.57,8.046,15.45,85.41,5.83,4.01,5.6,38.44,29.89,17.08,3.436
Pakistan,PAK,Asia,2011,239360000.0,420750000000.0,38.43,8.456,14.8,80.0,7.01,5.91,1.88,36.0,28.0,16.0,3.382
Pakistan,PAK,Asia,2012,241120000.0,429000000000.0,39.37,8.66,13.76,84.57,8.02,4.63,1.11,38.06,29.6,16.91,3.662
Pakistan,PAK,Asia,2013,242880000.0,437250000000.0,39.58,8.708,17.11,84.66,9.08,4.62,3.42,38.1,29.63,16.93,3.686
Pakistan,PAK,Asia,2014,244640000.0,445500000000.0,41.5,9.129,17.83,80.84,11.53,4.39,1.91,36.38,28.3,16.17,3.69
Pakistan,PAK,Asia,2015,246400000.0,453750000000.0,42.72,9.399,16.67,82.48,12.79,4.08,0.0,37.12,28.87,16.5,3.876
Pakistan,PAK,Asia,2016,248160000.0,462000000000.0,43.55,9.581,16.17,82.79,14.07,4.65,0.0,37.26,28.98,16.56,3.966
Pakistan,PAK,Asia,2017,249920000.0,470250000000.0,44.39,9.765,22.36,82.62,16.05,5.44,0.87,37.18,28.92,16.52,4.034
Pakistan,PAK,Asia,2018,251680000.0,478500000000.0,44.88,9.874,19.51,84.18,18.59,5.75,0.0,37.88,29.46,16.84,4.156
Pakistan,PAK,Asia,2019,253440000.0,486750000000.0,45.49,10.008,17.12,82.06,20.35,4.06,0.0,36.93,28.72,16.41,4.106
Pakistan,PAK,Asia,2020,255200000.0,495000000000.0,43.87,9.651,21.6,79.21,23.11,5.26,0.0,35.64,27.72,15.84,3.822
Pakistan,PAK,Asia,2021,256960000.0,503250000000.0,46.33,10.193,18.08,83.4,25.13,4.56,0.0,37.53,29.19,16.68,4.251
Pakistan,PAK,Asia,2022,258720000.0,511500000000.0,43.53,9.576,16.93,80.91,26.87,5.25,0.0,36.41,28.32,16.18,3.874
Pakistan,PAK,Asia,2023,260480000.0,519750000000.0,46.99,10.338,26.49,84.62,29.94,6.52,0.0,38.08,29.62,16.92,4.374
Bangladesh,BGD,Asia,2000,165000000.0,330000000000.0,37.86,6.246,11.41,86.72,0.4,2.23,8.78,39.03,30.35,17.34,2.709
Bangladesh,BGD,Asia,2001,166320000.0,338250000000.0,39.52,6.522,9.43,91.79,0.3,0.04,9.09,41.31,32.13,18.36,2.993
Bangladesh,BGD,Asia,2002,167640000.0,346500000000.0,42.18,6.96,7.21,85.27,0.61,2.6,4.01,38.37,29.84,17.05,2.967
Bangladesh,BGD,Asia,2003,168960000.0,354750000000.0,42.52,7.016,8.39,88.64,0.55,0.75,7.09,39.89,31.02,17.73,3.109
Bangladesh,BGD,Asia,2004,170280000.0,363000000000.0,44.22,7.297,10.78,89.25,0.77,1.7,8.31,40.16,31.24,17.85,3.256
Bangladesh,BGD,Asia,2005,171600000.0,371250000000.0,46.93,7.743,5.82,88.62,1.58,0.0,4.24,39.88,31.02,17.72,3.431
Bangladesh,BGD,Asia,2006,172920000.0,379500000000.0,45.38,7.488,11.27,90.42,2.15,2.12,6.99,40.69,31.65,18.08,3.385
Bangladesh,BGD,Asia,2007,174240000.0,387750000000.0,47.39,7.82,11.25,91.65,2.45,2.79,6.01,41.24,32.08,18.33,3.583
Bangladesh,BGD,Asia,2008,175560000.0,396000000000.0,49.19,8.116,11.46,85.59,4.36,3.09,4.0,38.52,29.96,17.12,3.473
Bangladesh,BGD,Asia,2009,176880000.0,404250000000.0,49.98,8.246,9.96,89.48,5.37,1.94,2.66,40.26,31.32,17.9,3.689
Bangladesh,BGD,Asia,2010,178200000.0,412500000000.0,48.86,8.062,11.35,84.96,7.02,1.07,3.27,38.23,29.74,16.99,3.425
